iter	Logloss
0	0.4842031554
1	0.3504395217
2	0.2103740888
3	0.1400880073
4	0.1058562664
5	0.08499855876
6	0.07124278308
7	0.06418447223
8	0.05936504511
9	0.05569004443
10	0.05440914077
11	0.05303465864
12	0.05135168994
13	0.05016222266
14	0.04974520643
15	0.04899904387
16	0.0485934017
17	0.0483314354
18	0.04810441729
19	0.04790917307
20	0.04733938476
21	0.04715475473
22	0.04694848114
23	0.04679310828
24	0.04656338638
25	0.04640829829
26	0.04635271568
27	0.04611616176
28	0.0458318099
29	0.04569093724
30	0.04550345577
31	0.04539194959
32	0.04527644174
33	0.04507963185
34	0.04493212145
35	0.04480903153
36	0.04459912993
37	0.04450930341
38	0.04434069477
39	0.04415247029
40	0.04409974941
41	0.04399337587
42	0.04384513246
43	0.04373525212
44	0.0436401671
45	0.04348128377
46	0.04340624136
47	0.043320972
48	0.04328528149
49	0.04321526495
50	0.04305807661
51	0.04297623418
52	0.04294506128
53	0.04283026824
54	0.04273200197
55	0.04268925125
56	0.04266436142
57	0.04257617461
58	0.04249896462
59	0.04242411993
60	0.04235044657
61	0.04229370947
62	0.04222793129
63	0.04216005043
64	0.04208334045
65	0.04197732913
66	0.04188576163
67	0.04187145133
68	0.04182392063
69	0.04177398204
70	0.04163297628
71	0.04156673836
72	0.04150419089
73	0.04140706278
74	0.04132905494
75	0.04123587171
76	0.04113212686
77	0.04108130437
78	0.04101270229
79	0.04095067106
80	0.04090646281
81	0.04082991766
82	0.04075239851
83	0.04063058912
84	0.04050445476
85	0.04039782248
86	0.04033147301
87	0.0402309689
88	0.04020474495
89	0.04015344171
90	0.03998120695
91	0.03990303654
92	0.03982628649
93	0.03967786426
94	0.03959865849
95	0.03955713442
96	0.0394759826
97	0.03942449576
98	0.0393562061
99	0.03923791497
100	0.03915908872
101	0.03909638251
102	0.0390411156
103	0.03893158647
104	0.03888937968
105	0.03876946685
106	0.0386916485
107	0.03865414698
108	0.03858193989
109	0.03854742305
110	0.03845266858
111	0.03837396471
112	0.03825603976
113	0.03819758946
114	0.03812708732
115	0.03804345034
116	0.03794196514
117	0.03787117326
118	0.03777442991
119	0.03768260327
120	0.03761765141
121	0.03752935844
122	0.03748234529
123	0.03740898797
124	0.03732059735
125	0.03725931036
126	0.03718539163
127	0.03709054689
128	0.03701944908
129	0.0369754589
130	0.03691921873
131	0.03689740539
132	0.03681370964
133	0.03675863931
134	0.03669393
135	0.03666317839
136	0.0366055021
137	0.03647875956
138	0.03640242969
139	0.03628841161
140	0.03620003453
141	0.03613283889
142	0.036059896
143	0.03602205106
144	0.03595346064
145	0.0358744291
146	0.03581514266
147	0.03572605224
148	0.03562661802
149	0.0355702736
150	0.03550751798
151	0.03540948684
152	0.03534183178
153	0.03527513873
154	0.03517704281
155	0.03513480489
156	0.03509517493
157	0.03502672513
158	0.0349644764
159	0.0349326727
160	0.03486350587
161	0.03482109928
162	0.03476591162
163	0.03473174447
164	0.03467394201
165	0.03458685928
166	0.03452245231
167	0.03446737372
168	0.03442874253
169	0.03438218778
170	0.03432963506
171	0.0342968653
172	0.0342713555
173	0.03419906925
174	0.03418096706
175	0.03415759613
176	0.03410387335
177	0.03406029884
178	0.03402651594
179	0.03399462997
180	0.03392881039
181	0.03385195108
182	0.03380984014
183	0.03375910358
184	0.03372105499
185	0.03369493305
186	0.03362478005
187	0.03358552038
188	0.03353599301
189	0.03348183822
190	0.03345986512
191	0.03340296934
192	0.03337748203
193	0.03327973278
194	0.03324210036
195	0.03319084452
196	0.03313007348
197	0.03309807834
198	0.03305306196
199	0.03301676071
200	0.03300047139
201	0.03292987328
202	0.03289420383
203	0.03285464879
204	0.03280976837
205	0.03279396588
206	0.03274234012
207	0.03268826325
208	0.03264558965
209	0.03257203549
210	0.03255933362
211	0.03251870343
212	0.03249036507
213	0.03243194299
214	0.0323415338
215	0.0322855238
216	0.03220943508
217	0.03216079443
218	0.03210432978
219	0.03207392987
220	0.03206140613
221	0.03199553165
222	0.03191633407
223	0.03183961317
224	0.03177855492
225	0.03172802392
226	0.03168266973
227	0.03163813009
228	0.03160392584
229	0.03156367482
230	0.03149419415
231	0.03144679973
232	0.03142069447
233	0.03135251767
234	0.03131199092
235	0.03128813269
236	0.03126471016
237	0.03113992571
238	0.03111029952
239	0.03104496108
240	0.03099544979
241	0.030946141
242	0.03092121004
243	0.03086076443
244	0.03081299463
245	0.03078064715
246	0.03073221718
247	0.03066543353
248	0.03059393979
249	0.03054197386
250	0.03050514855
251	0.03046810601
252	0.03043034862
253	0.0304058128
254	0.03036384123
255	0.03031544521
256	0.03028815257
257	0.03025676258
258	0.03022275468
259	0.03019355029
260	0.03016367942
261	0.03010510671
262	0.03009269086
263	0.03006617821
264	0.03004403559
265	0.0299934477
266	0.02993379068
267	0.0298933533
268	0.02980470023
269	0.02978149389
270	0.02972154554
271	0.02968289276
272	0.02965955227
273	0.02961669594
274	0.02958192633
275	0.02957146517
276	0.02954256121
277	0.0295269656
278	0.02950875694
279	0.02948124621
280	0.02945336123
281	0.02942600974
282	0.02940323007
283	0.02932030548
284	0.02928875093
285	0.0292372977
286	0.02919504359
287	0.02913482445
288	0.02908447287
289	0.02907182467
290	0.02903278604
291	0.02901319776
292	0.02898067989
293	0.02891963348
294	0.02889269406
295	0.02886893718
296	0.02885864297
297	0.02883259798
298	0.02880273545
299	0.02877099286
